edge_num
16
6
5
6
5
9
9
6
6
6
5
5
9
9
12
12
6
6
7
7
4
4
6
12
6
6
6
6
8
6
7
7
4
9
9
4
4
6
7
7
16
5
5
6
6
10
4
22
12
12
6
6
8
4
8
4
12
14
14
9
9
8
4
4
14
6
6
5
5
7
7
9
9
12
24
6
6
6
6
6
6
12
7
7
5
5
4
4
5
5
5
5
8
6
6
6
4
4
6
6
6
6
12
12
9
9
24
20
4
4
4
6
6
4
4
7
6
6
8
14
6
6
6
6
4
4
4
4
9
12
12
12
9
12
4
4
13
13
7
7
10
10
8
8
14
14
7
4
4
5
5
4
4
4
4
7
7
4
4
7
7
4
4
4
4
6
6
12
24
10
10
6
6
8
8
12
6
6
4
4
5
5
4
4
6
6
7
7
4
4
9
9
6
8
6
6
9
9
8
8
8
8
4
4
12
10
10
30
5
5
5
5
6
6
7
7
8
5
5
4
4
4
4
6
6
12
10
7
7
10
14
4
4
4
4
11
4
4
11
7
5
5
7
7
4
4
4
4
6
6
7
7
4
4
8
8
8
4
10
3
3
7
7
10
4
4
4
4
6
6
5
5
8
4
16
12
4
4
4
16
12
4
4
14
9
9
5
4
5
4
4
4
8
8
7
7
6
6
5
5
12
12
20
4
4
7
6
6
8
8
8
8
9
9
8
8
7
4
4
6
6
5
5
10
6
6
10
7
7
10
5
5
4
4
6
8
8
16
6
6
10
6
12
6
4
4
4
6
4
4
4
4
6
10
6
6
16
4
5
5
6
6
7
7
7
4
7
4
6
5
5
6
8
6
7
7
6
6
6
6
6
6
5
4
5
4
4
13
4
8
8
7
4
4
8
4
4
3
6
8
5
5
6
6
4
4
7
7
4
4
6
6
5
5
10
8
8
8
4
4
4
4
20
9
9
16
16
6
6
6
7
7
12
7
7
20
6
6
6
5
5
8
8
4
4
7
13
13
7
7
7
7
4
4
6
6
7
7
6
4
4
6
5
5
5
5
5
5
5
5
7
16
7
8
4
4
4
4
4
5
5
6
6
6
6
6
16
16
6
6
6
5
5
5
5
5
5
5
5
8
12
5
5
5
5
8
6
7
7
7
7
6
6
4
4
4
5
5
4
4
5
5
4
4
4
4
6
6
6
6
4
4
6
6
5
5
4
4
5
5
8
8
8
6
6
6
4
5
5
5
5
5
5
4
4
8
8
5
5
5
5
4
4
5
5
4
4
5
5
4
4
6
4
6
4
4
4
6
5
5
5
5
5
5
5
5
6
6
7
7
6
6
5
5
4
4
4
4
5
5
4
4
6
5
5
6
10
10
13
13
4
4
5
5
5
5
5
5
5
5
13
12
5
5
24
9
9
5
5
5
5
5
5
5
5
5
5
10
4
4
5
5
4
4
4
4
4
4
5
5
5
5
9
9
4
4
7
7
9
10
10
17
17
6
6
6
10
9
8
5
5
9
9
12
12
6
6
4
4
6
6
6
6
6
5
5
5
5
6
6
6
6
6
6
5
5
8
9
9
4
15
15
18
4
4
6
6
5
5
4
4
5
5
8
8
12
6
6
6
4
6
4
4
5
5
4
4
6
6
7
7
4
4
4
4
4
4
7
7
4
4
10
5
5
8
8
4
4
6
18
8
8
4
4
6
6
4
4
6
6
6
6
12
10
15
7
7
4
7
7
6
6
12
5
5
6
6
12
9
9
6
4
4
6
6
7
7
7
4
5
5
3
3
6
6
9
6
6
12
7
7
9
9
8
8
4
5
5
4
4
4
4
6
6
4
4
7
7
8
6
4
6
6
4
4
4
8
8
4
4
6
6
7
7
4
4
4
4
4
4
6
6
6
10
5
5
4
4
4
3
3
4
7
7
4
4
4
4
23
11
11
4
6
6
6
6
14
12
12
16
12
16
5
5
5
5
8
5
5
4
4
4
4
10
10
10
6
6
10
10
14
14
4
4
5
4
5
4
8
8
13
13
4
4
4
8
5
4
5
4
11
11
9
12
9
6
4
4
14
5
5
6
6
7
7
8
7
7
4
4
10
5
5
5
5
5
5
10
6
6
8
8
10
10
4
4
6
4
6
4
4
4
6
5
5
5
5
9
9
9
9
8
8
5
5
4
4
4
4
8
8
8
8
12
28
15
15
5
5
12
9
9
7
7
8
8
12
14
14
5
5
5
5
4
6
8
4
4
6
6
4
4
12
6
6
10
4
6
6
4
5
5
5
5
6
6
5
5
5
5
5
