vertex_num,face_num
10903,20816
39584,76075
20714,37778
25732,48236
10528,20331
9241,17710
9610,18333
8227,14974
19419,36758
8753,16586
9699,18060
12279,22679
9151,16970
10803,19636
8506,15632
5675,10956
16944,31784
20037,38280
13678,25730
46813,89058
10946,20684
9610,18333
13594,25993
3781,6876
11018,20916
37246,71893
13472,25822
5951,10746
9915,18081
9668,17805
18797,35868
11410,22022
10661,19657
4161,7455
12067,22506
13956,25727
9724,18747
6362,11628
10927,20482
25717,48694
13667,26080
11174,21244
25392,48260
7248,13168
21733,39994
7210,13274
23746,44870
7325,13696
10728,19664
20405,38551
7691,13807
9940,18664
12817,24829
14558,26544
2832,4946
30463,55269
6778,12494
12110,22209
7385,13703
22472,43380
11900,23054
26100,50162
17710,33183
6893,12580
6432,12288
10061,18610
9634,18577
30625,58644
8540,16238
17806,33801
9911,17904
23266,43398
16695,31794
8068,15400
10844,20116
2570,4637
7142,13104
22303,42006
4687,8550
16564,31473
15551,29402
11611,21164
5796,11080
6493,12208
8368,15824
5458,9730
7027,12626
47787,93205
18347,34660
14937,28174
19098,35078
38053,74830
10006,18955
9588,18415
24154,46264
3746,6790
26624,49542
9007,16984
6831,12706
18801,35564
1520,2551
6319,11523
14837,26186
28291,53838
20036,38969
11582,21630
6177,11684
10503,20278
7928,14670
42562,80968
6682,12125
21633,39836
6168,10984
20833,38228
10533,19514
8733,15847
19880,36700
6400,11818
10154,19184
9455,17338
7651,14292
8033,14569
14298,26633
13820,25802
19336,37368
12808,23120
10935,20878
23221,42728
6223,10902
16197,30727
11209,20754
16753,31118
13867,25651
9809,18140
24083,45473
16572,31359
29555,56901
9850,19026
19259,36891
13371,24815
6908,12249
6456,11614
15003,28631
9455,17338
15932,30102
5347,9918
12230,22589
5840,11056
10310,18951
17693,33083
9309,17858
16753,31118
22328,42220
9941,18398
26660,51978
12791,23416
10470,20045
5485,10342
22188,40322
23821,44424
7859,14744
9744,18426
4394,7904
8537,15768
8274,15701
12769,23893
19535,38000
20510,38572
32441,59770
23496,44712
27686,53818
13432,25181
10790,19634
5992,11439
7107,13133
11823,21702
16822,32198
11395,20532
6202,11744
7632,14298
9680,18456
28220,52170
26313,49141
11206,20563
17827,33790
11963,22060
12506,23524
12554,23458
2238,3992
19103,35642
9169,16830
11494,21492
19584,36588
10387,19842
8628,15814
11994,22926
13989,25138
13404,25737
17358,32114
32207,62100
7123,12751
12631,24476
32940,59263
17358,32114
7661,14046
7310,13537
28657,54080
25305,46984
17616,32727
8739,16020
18595,35532
3301,5978
6272,11558
23281,42809
5450,10320
8228,14980
10930,20474
22427,42664
15176,29240
22554,42154
33290,61574
5017,9557
6316,11442
9429,17484
4878,8954
16350,31090
20758,39637
18897,35336
6510,11866
702,1181
5646,10403
46646,89574
15370,29838
8635,14895
7844,14098
6608,12397
11472,21000
6156,11336
15045,28168
8203,14345
6227,11202
22554,42154
31332,60924
7038,13316
20408,37940
33025,62942
7292,13380
24604,45114
7844,14098
18038,33891
12106,22351
8418,16037
10174,19106
1356,2268
2813,5046
18621,34943
29699,57266
12728,24643
25731,48104
4906,9349
12781,23920
13795,25651
7164,13170
12991,24745
3672,6662
11727,21636
11502,21606
6329,11172
23873,45360
14220,27188
4718,8552
30239,57962
12021,21632
38128,72995
10505,20020
18160,33532
22285,42352
20060,36765
22386,41844
3422,6154
4003,7300
4688,8473
8941,16047
13433,24752
16080,30242
16574,30290
10056,18752
3533,6260
6668,12064
8624,15984
17272,31582
9862,18750
10228,18888
13478,25004
11184,20920
14664,26770
10469,19445
15014,28100
5755,10258
12730,24192
3533,6260
9564,17488
3677,6674
9799,18795
20573,39287
5700,10572
7388,13840
16927,32186
15264,29530
10531,19998
22022,41037
27947,53738
2338,4202
4003,7300
9263,17470
18164,33574
13127,24223
14550,27264
16567,30856
27259,52168
10167,18493
18487,34802
18717,33914
8808,16962
8343,15190
4729,8385
14569,26246
9255,17473
5685,10802
12310,22544
8786,15913
8265,15174
7357,13927
32397,62582
3080,5540
5653,10670
11726,22205
8310,15804
9808,17837
24832,47140
23047,43992
18695,33931
8403,15273
14267,27074
13131,24096
26735,50396
16178,29278
15900,29468
7707,14754
6347,11516
3866,7048
5758,10508
9408,17382
6429,11996
14044,26828
5341,10135
21044,39456
16614,30738
11508,21167
25417,47766
7358,13448
5559,10526
5969,10662
7894,14226
4003,7300
19015,35640
11168,21076
12459,22755
8150,15298
4577,8206
2923,5252
17987,33984
23710,44706
15541,29324
12928,24066
40631,78463
23384,43808
9667,17775
21706,41182
14437,27180
11806,21808
20559,39068
1590,2649
20741,39265
22435,42576
9915,18463
16168,30278
16586,31154
9254,16875
24782,45903
3079,5637
2084,3834
2051,3614
18188,34799
16156,29331
26668,51520
10881,20253
3950,6960
9171,17676
25285,47848
8490,15291
31223,60571
5965,11300
5189,9394
8402,15366
3301,5978
16857,32202
9152,16958
9898,18086
12778,23933
13416,26023
16983,32631
18446,35014
9791,18675
11413,21102
10582,19520
14470,27450
12837,24812
8034,14598
14321,27180
8545,15826
23790,45164
9444,17611
9875,18658
6994,13308
6877,12928
13821,25234
8393,16090
18312,34211
24044,45962
9659,17512
14991,28190
16281,30324
5727,10030
7620,14011
9900,18488
7160,13066
10848,20889
14217,27163
6246,11523
26751,48961
10990,20450
11052,21347
19166,36606
11848,21989
5829,10870
19111,35492
1729,2866
13196,24760
11354,21382
9522,17164
14620,26977
24648,47236
7248,13588
21383,41018
11949,22441
11140,20268
19007,35992
4378,7860
13263,24417
5196,9320
4794,9012
8659,16019
12603,23536
4823,8754
11517,21298
6203,11042
23385,44585
11000,19854
7082,12488
8278,15383
29878,57301
18856,34784
16901,31932
20818,39413
36880,67864
19254,35998
27582,52374
16269,30476
11264,20212
16955,31520
6314,11945
26015,50845
12917,24112
5813,10726
11939,22745
5153,9881
11752,22490
12275,23365
10354,19758
11944,23085
12022,22244
15996,30198
3872,6743
26165,49635
19609,37174
1325,2225
9412,17594
23187,44006
11253,21522
25339,48370
17540,32896
14719,27802
7806,14426
62758,120214
4678,8524
37549,72430
9672,18059
11279,20432
4689,8810
20266,38060
17366,32502
12848,24495
22536,41614
27742,52180
5646,10522
11070,20754
8016,14287
33860,65827
9464,17966
12346,23719
16488,30880
10019,18645
11048,21174
15637,27914
3923,7260
6999,12714
11446,20984
22862,42774
20631,38373
12438,23950
18995,35627
14774,27567
7716,14052
7740,14144
6428,11586
6901,12852
5279,9450
5237,9421
33826,65625
10891,19693
17049,31894
6552,12094
28566,53462
10986,21220
17617,34245
8189,15570
19099,35848
2678,4790
5348,10183
6776,12447
7787,14572
18761,34482
6746,12890
32987,63681
4407,7722
22862,42774
16488,30880
11223,21426
9058,16603
9213,17280
14734,26910
9564,18362
17049,31894
9247,17732
13161,24687
9605,17420
15323,28706
4586,8201
9339,17846
6965,12686
15445,29495
26039,49637
38208,73040
7603,13416
12892,23821
9731,18792
14586,27908
28024,51763
17381,31670
38023,73433
24193,45190
7712,14660
5830,10554
6466,12262
2735,4882
13727,25878
5433,10302
6989,12979
19244,36096
5618,10699
16620,30418
38023,73433
11212,21878
16104,30584
66804,129554
7823,14108
11178,20905
25657,48516
18441,34333
18260,33489
3525,6246
9254,16822
30715,58951
11878,22986
18340,35006
20754,39294
13777,25408
4128,7372
1613,2668
11689,21282
10974,21177
3600,6315
24800,46192
34416,67268
22790,42084
11587,21270
16280,29746
14036,26596
16247,30759
17631,33370
20893,38630
24634,46214
33433,63254
2688,4632
9993,18369
13241,24762
14375,27162
10762,19599
16883,31926
5562,10049
22790,42084
10203,18602
5379,9649
9656,17491
5148,9272
10689,19888
19960,37122
23351,44829
20304,38617
8615,16558
16774,29146
7530,14136
5379,9649
12714,24050
1847,3279
8942,16320
8105,15553
8283,15168
14681,26997
12561,23474
15242,29363
24607,46466
16923,31692
7054,13163
7609,14681
14770,27894
4453,8050
7857,14918
20301,37990
8403,15430
9768,18880
12538,24212
5438,9649
5689,9938
24471,45852
17850,33570
13304,24629
16708,31287
6564,12219
20637,39316
20496,38276
16640,31876
14830,26890
15585,28696
13047,25214
14692,28208
12635,24457
18602,35020
17753,33256
9306,17526
32020,60343
12904,24558
10661,19411
28451,54649
25030,47535
20603,38912
3640,6572
41258,79683
3234,5848
12982,24084
5412,9888
16445,31977
11739,22041
13742,26129
10656,19980
14991,28109
9807,18080
13701,25450
3614,6544
3679,6550
7855,14706
5920,11016
11773,22727
14568,27874
11985,22927
8273,15358
29526,57508
15514,28922
14663,27184
9114,16994
3892,7072
13621,25673
27242,52075
12829,24765
9409,17288
32833,62858
15553,29312
8961,16459
13787,26778
26223,49114
11018,20414
9571,17450
22186,42655
10013,18614
3652,6406
51367,95416
8592,15676
11356,21121
4564,8036
2090,3642
11710,21856
12349,23216
24742,46796
5654,10436
7282,14001
7127,13674
7134,13628
23028,44984
13293,25520
17456,33166
18188,34688
16292,31330
4418,8246
16118,29859
11247,21070
6130,11316
11284,21343
3408,6024
5696,10653
4702,8510
11504,21160
18756,35327
12638,24328
6579,12021
12771,23724
21212,38610
20795,38672
17406,33810
4354,7836
15394,28578
17100,32118
24032,46106
4408,7798
11769,21830
17363,32316
22002,42034
7492,13376
12629,23962
16359,30326
21925,39748
8085,14904
2580,4598
2050,3613
20752,39104
41258,79683
23094,43116
11693,21932
12961,25172
23327,43498
9247,17212
33664,61330
35843,69158
15457,29718
24207,46240
8444,16074
5030,9144
14416,27178
6112,11254
17721,33586
4874,9154
8301,15004
11187,20640
27752,51836
21908,41900
53106,103440
16589,31342
8399,15123
15843,30190
28187,53620
12462,23290
13336,24770
10856,20218
12806,23468
15457,30021
25399,48229
23796,43459
3582,6478
15287,28118
8011,14512
12705,24382
11598,21873
11074,20439
20811,40196
12093,22191
13465,25054
10626,19645
21614,41032
11152,21042
9540,17994
20921,39346
8059,15140
8148,15557
14850,26864
38905,75404
2292,3972
6456,12174
9260,17448
10087,19308
9095,16364
12210,23433
4940,8982
6863,12778
12441,24039
13208,24342
21272,40503
7401,13490
8525,15696
3981,7250
15746,30076
20674,38501
37273,70538
7966,15085
15124,29242
8305,15722
19179,36339
12854,24936
8911,16218
3242,5634
17177,32382
21093,40260
4948,9081
11258,20157
7993,14966
18784,35813
30043,56732
11626,22528
8806,15941
7494,14070
34607,67884
7617,13845
6915,12600
15992,29702
15000,29128
15551,29658
10694,19600
16318,30984
4974,9292
12924,23717
15577,28754
18190,33504
3815,6696
9426,17132
3323,5926
11927,22564
8964,17123
16951,32650
7505,14217
13998,26458
568,909
10292,19671
11312,20741
9948,18158
15669,29506
28979,55323
3066,5530
11339,21890
5185,9466
20615,39750
5272,10035
10938,20720
8258,15113
21640,40392
30725,58506
10468,19168
15136,27595
8774,16180
11804,22416
12887,24558
26784,51346
4534,8078
20771,39928
568,909
19196,36472
5122,9648
17085,31710
13630,25246
26129,49810
20490,38166
8538,15968
20963,40244
3902,6980
13859,26288
17728,33330
16934,31166
14476,28108
11612,21280
5220,10027
28805,56154
6284,11997
20233,36824
8641,15598
20175,37672
20072,38022
16442,30251
16586,31100
27269,52770
23662,45818
15996,29551
4765,8262
9241,16694
13301,25356
21822,40977
19215,36264
22289,42081
10968,20942
17342,31699
16718,32499
2879,5108
37499,72750
5819,10536
9455,18134
11958,22066
20697,38270
10608,20440
22937,43270
15302,28118
9527,17624
17038,31278
10153,18784
18952,34928
31528,60266
2667,4754
11254,20564
29369,56530
11412,21123
15615,29415
43254,83754
14744,28278
19591,36336
9493,17410
6059,11049
8131,15455
10937,21298
26054,50413
14123,26370
6476,11561
16675,31264
4100,7652
14748,27126
6090,11436
34612,66193
8160,15100
14622,27368
19234,36550
26367,49800
18093,34344
21525,41235
23242,43203
21261,39288
5470,10060
19632,36762
20659,37558
12112,22360
12648,23623
39614,76673
19658,35283
3360,6018
23045,43454
2425,4127
8002,14902
25114,47990
28646,54668
22197,43320
13384,25381
9786,18290
4996,9388
8164,14936
7729,14875
6502,12053
19637,36885
31942,61694
12189,22534
14524,27816
12516,24018
12749,23097
23462,43370
19629,36442
14954,27729
11719,21586
15296,28336
14092,27116
10988,20502
9229,17659
18706,35010
9348,17158
11095,20560
22351,42555
6576,11775
15033,27584
5141,9182
1369,2299
10869,20721
15092,28472
31602,60716
15342,29558
8846,16441
55811,107097
7841,15061
15312,29158
13558,24592
14686,27461
5374,9799
7273,13289
6761,12574
10264,19114
19278,36151
4584,8222
12347,23059
20532,39395
8719,16325
21802,41240
10411,19649
9667,18259
11951,21860
10639,19645
16576,31164
23612,44512
13361,24940
5633,10614
13849,25537
14236,27304
7577,13518
25622,48016
13144,24376
6516,12229
3307,5966
10807,20746
23684,44392
11736,22052
23684,44392
18134,34483
17075,32255
10310,19198
5180,9750
15398,29570
8593,15840
9660,17441
18630,35232
14701,28514
12485,23822
10161,18804
3981,7385
15323,28722
11256,20351
7977,14748
13751,25571
6585,12424
46171,89449
7914,15207
4026,7136
18695,35185
12404,22566
11342,21129
12576,23544
10742,20726
7489,13698
8775,15920
17625,32184
7724,14751
23909,45206
16615,31222
19194,35496
17216,32108
11688,21494
9514,18100
9544,18389
32590,63113
14222,26828
13619,25025
7145,13389
19194,35496
8397,15632
4605,8302
20964,38514
16856,31536
17267,32238
10128,19328
13663,25318
13665,25224
10158,18572
20099,37726
23236,43171
13523,25035
26943,50322
4419,7990
9284,17092
14910,27886
14985,27888
9034,16744
13839,25768
15899,29343
14690,27560
9907,18496
13811,25808
13159,24277
15066,27623
4861,8402
6984,12944
13224,25394
17582,33627
17658,33673
4273,7688
13807,26472
19000,36246
13496,25399
11015,20540
15982,29771
10396,19907
16431,31298
16050,29526
30816,60016
21466,40552
18173,32936
12875,23862
11239,21540
17615,33267
14060,26512
16068,30213
25068,46864
10621,19522
5881,10596
11478,22154
21344,39576
14178,26417
4255,7914
10956,20666
12007,23039
19468,37955
14012,25543
10090,19060
12701,23596
19159,36166
6253,11142
7891,15165
8763,15923
6849,12355
7472,13830
12584,23314
7822,14828
26668,50988
33217,63303
9484,17406
25053,47916
15500,29840
9050,17018
11926,22316
13814,25246
11734,22398
20253,39114
4092,7632
25505,49430
3301,5978
15109,28188
14115,25066
4317,8106
8078,14739
13250,24963
24745,47647
20137,37777
3228,5840
5296,9966
22588,42934
6144,11299
21416,39195
8310,15202
9901,19077
29229,55046
10816,20852
8940,16566
7168,12866
14093,26710
37721,73868
16670,30600
7727,13966
24330,45972
14874,28781
19356,35792
23639,45503
15294,28394
7695,13672
14952,27980
7744,14168
12203,23661
13027,24023
11180,21408
9807,18853
10981,21212
18985,35469
13545,25304
7381,14070
7247,13286
6387,11973
5375,10174
20059,37842
16212,30884
12611,23970
10513,19034
3166,5620
6265,12021
30206,57619
19262,36558
6331,11735
19356,35792
19569,36038
14467,26037
15750,28430
11767,21942
8856,15986
4230,7577
6764,12676
20479,39247
8035,14630
9967,17930
27792,52261
28526,54443
16178,30466
19910,37246
7333,13792
21770,42125
14097,27032
18567,34102
9686,18172
16824,32158
1095,1900
11060,20825
8097,14954
4152,7729
18440,34635
16226,30373
8874,16200
6787,12508
11025,20840
39550,76278
20059,37842
10996,20625
8068,14386
23387,43681
60941,118046
8441,15563
17159,32618
14956,27684
11921,22491
18176,34131
12587,22850
2539,4531
